Case #1: Impossible
7 19 265036
14 12 189519
20 4 377775
19 9 218688
8 17 78854
14 16 137459
4 3 468523
15 10 101700
9 15 46166
6 14 188215
4 10 261886
17 13 154194
7 20 197364
9 18 113544
17 12 153984
18 1 95591
16 11 156045
6 19 240273
3 13 256166
6 7 103839
5 7 56805
7 16 53083
14 4 337076
2 11 217474
4 18 283990
18 20 166074
14 20 353916
3 1 280124
6 5 54196
2 20 359792
6 11 158885
5 18 88095
14 1 148677
2 10 171614
4 2 250965
1 10 73487
20 13 237707
10 9 91440
14 2 246804
10 18 169078
16 8 88080
12 15 69055
14 7 156552
11 18 169323
20 5 254169
10 8 124869
4 19 389134
12 9 115221
8 20 313047
7 4 252700
9 4 206352
1 17 130236
19 2 298862
3 15 251911
4 17 318635
12 2 169629
16 5 29202
7 3 287999
13 1 23958
5 4 203057
2 6 58589
17 7 121017
13 18 71633
4 6 227937
3 16 268906
14 19 349412
16 19 237433
7 1 64301
12 18 64257
18 15 67378
19 18 258514
12 6 136806
20 11 288707
10 20 242847
13 2 122085
13 7 40343
17 14 277569
1 2 98127
20 12 230331
6 18 135129
13 11 143305
20 15 233452
12 4 285667
18 14 187842
3 5 272628
5 13 16462
3 9 298077
10 5 88145
19 13 224693
12 19 298003
5 12 89772
8 11 95870
16 18 84373
6 1 39538
9 2 80174
10 13 97445
12 7 32967
7 2 162428
1 12 97268
5 17 144894
1 20 261665
10 11 45860
15 6 67751
16 15 16995
13 12 73310
17 16 166934
3 10 238994
11 5 134005
4 11 307746
8 5 66040
12 16 86050
15 13 4255
15 4 216612
15 5 20717
1 5 14658
14 11 268024
3 17 301870
12 11 171000
7 15 36088
3 8 331506
9 17 139303
3 12 316346
15 8 79595
9 5 32611
16 13 12740
4 8 239781
8 7 115683
11 19 173108
10 19 127248
19 1 200735
6 3 319662
Case #65: 549
13 6 268526
15 20 24670
13 35 255246
30 15 106267
23 34 147834
12 7 179461
13 31 285910
25 20 15341
12 4 59811
18 15 134560
5 30 95349
12 29 182401
32 15 51830
13 9 141305
26 32 70971
24 28 139532
4 3 50755
27 1 162998
25 2 24133
11 17 108789
28 29 125332
26 17 44783
10 28 102502
21 23 182452
18 35 164909
23 7 33196
28 33 207356
29 10 142093
10 17 107905
9 22 15190
29 1 134004
6 14 115717
25 19 57881
26 35 147431
33 16 163714
18 10 193203
1 6 244351
35 9 123376
34 3 147201
28 32 91370
14 26 61526
5 8 9457
6 5 149133
12 30 163713
10 22 105758
23 32 67324
21 4 185916
2 28 73002
2 3 117386
1 8 199421
33 15 167898
19 13 189012
15 1 219796
15 16 105597
14 27 83263
12 33 235144
33 34 170516
32 6 179896
31 25 164811
16 14 70264
31 10 195850
26 4 94510
34 8 124265
24 18 100883
1 2 234600
3 8 100122
23 2 91346
4 24 19986
6 17 144558
25 23 67213
4 10 139348
20 17 22504
25 22 5016
6 22 142411
21 8 136434
13 34 204405
23 8 46018
17 3 86090
17 8 14032
14 24 52970
25 14 113472
10 3 190103
31 6 194584
33 7 124552
35 16 64540
29 5 78169
7 8 79214
20 27 74278
27 29 125757
19 27 120802
20 26 67287
9 12 116486
1 25 210467
3 19 151134
9 10 114503
28 11 67261
23 1 245412
8 26 49665
24 8 132206
8 11 94757
6 3 133488
23 19 125094
21 17 122402
26 6 177202
13 22 126115
22 5 6722
32 21 125113
5 28 60607
19 5 69619
31 17 161942
11 30 158413
20 4 86018
7 11 15543
22 33 153553
23 4 152846
17 18 132394
30 28 145807
28 8 70064
18 2 149364
35 7 172571
17 33 151406
33 23 91356
23 16 154636
28 4 119546
8 13 138000
32 1 178115
24 33 194510
16 1 149999
33 13 205605
2 20 39474
15 27 92598
19 16 113955
22 16 101284
32 2 66634
14 7 86666
22 11 110936
32 18 167732
19 30 154819
3 31 203448
14 33 211218
33 1 184960
30 9 107112
23 18 192444
18 33 216302
2 24 135144
12 1 221429
20 35 118209
23 3 146140
16 26 96450
31 4 210938
23 30 131910
28 17 56032
20 1 215689
1 11 271009
9 14 113835
18 4 120869
3 24 70741
1 35 214539
24 25 111011
19 32 100382
33 35 228254
19 34 120757
17 12 133823
10 24 159334
6 18 180941
6 11 186840
22 1 205451
10 16 156251
4 27 104462
21 15 124568
28 25 48869
20 29 91804
21 24 205902
33 19 216450
7 32 100520
1 24 236608
29 19 134344
29 21 191702
3 18 171624
14 29 155574
16 29 112758
22 3 88237
34 28 60551
4 2 115158
11 3 154862
31 22 159795
11 26 132649
30 33 71431
27 32 125770
2 13 155264
24 34 116432
25 5 11738
9 28 38695
6 27 81353
16 13 197603
35 21 218107
7 34 143355
9 23 77387
23 22 62197
12 16 71430
4 16 103248
30 27 105282
30 34 99085
3 25 93253
11 19 147182
9 25 10174
5 24 122749
8 20 36536
15 22 14345
28 14 124013
1 30 113529
13 11 232757
29 2 100596
28 12 99181
11 33 140095
30 32 64586
13 30 218037
13 5 128543
15 11 125281
21 33 168466
5 12 138398
29 26 118377
23 27 150482
25 17 7163
14 1 206659
13 3 210058
8 16 117463
25 8 21195
2 21 139372
19 2 82014
13 23 184018
1 9 210522
24 23 172832
9 31 174985
35 2 157683
7 22 95393
29 13 197562
4 7 119650
29 9 86637
33 8 137374
34 10 163053
28 13 170565
19 31 222692
27 5 95007
22 28 53885
13 18 256362
32 31 132459
31 23 142956
24 9 100837
35 25 133550
27 12 58431
24 29 102604
19 17 65044
21 10 163914
9 2 34307
9 11 105956
10 20 109336
3 27 155217
11 34 127812
10 27 143252
33 26 187039
8 32 21306
29 34 119560
8 35 154745
29 17 73594
32 14 132497
5 2 35871
12 15 135989
15 28 58198
24 7 139636
1 13 331566
24 22 116027
7 17 93246
20 18 120224
9 20 5167
26 10 148577
8 14 111191
4 22 96041
33 3 237496
27 25 83269
17 32 35338
34 32 145571
20 14 119002
25 32 42501
15 26 61275
20 16 87277
34 18 188107
21 27 173463
25 7 100409
22 20 20357
9 15 19503
16 32 138769
6 8 158590
31 11 191695
10 14 106364
13 20 137037
31 12 171662
30 31 67873
6 7 202383
5 9 21912
32 13 159306
24 16 123234
12 20 111319
5 23 55475
21 6 234139
20 21 99898
26 22 46930
33 9 168743
14 2 137605
4 32 133526
7 30 142870
9 16 86094
28 18 153752
29 6 205323
9 26 62120
31 14 230420
4 6 82733
11 23 48739
15 25 9329
32 10 120218
7 1 256399
29 7 122395
14 18 142705
11 29 137938
1 21 303228
26 19 109827
17 23 60050
33 27 176713
18 30 146945
26 18 177177
2 30 121071
13 27 210602
15 8 30524
23 26 95683
11 21 199155
4 11 104107
11 35 157028
18 16 181305
9 3 103427
11 32 116063
11 12 163918
2 6 161528
24 13 242142
6 20 134241
26 1 232845
25 11 115952
5 11 104214
12 32 169161
31 29 88348
35 15 142879
8 19 79076
30 6 186635
20 19 52874
19 35 161964
5 20 27079
9 19 47707
35 4 52921
34 1 143197
18 11 213828
17 35 140713
26 13 168751
5 33 146831
33 20 173910
2 10 134907
4 33 214496
15 31 174140
3 7 170405
8 18 146426
6 16 94352
2 7 124542
22 17 2147
15 13 140460
22 12 131676
27 22 88285
6 33 258066
31 7 176152
35 5 145288
21 5 126977
16 27 12999
22 19 62897
15 5 21067
26 30 135557
5 10 108369
9 18 115057
14 19 76059
22 14 108456
24 26 114496
28 3 142122
17 4 98188
23 12 193873
24 6 102719
11 10 35241
15 2 14804
14 3 83739
21 22 120255
14 13 230277
5 1 208878
11 24 124093
16 21 160464
28 20 33528
14 23 119862
27 17 90432
13 21 37139
26 31 203430
21 30 189699
14 34 63462
26 25 51946
10 13 201053
3 21 208492
21 12 211217
22 8 16179
2 26 76079
34 25 103070
8 10 98912
31 35 178552
32 33 136017
1 10 276097
25 18 125231
29 22 71447
5 32 30763
28 35 92291
12 6 22922
31 1 181402
33 25 158569
14 21 218900
5 4 102763
16 28 53749
28 27 40750
22 35 138566
27 35 51541
20 3 108594
16 11 121010
35 32 176051
29 18 167420
35 29 175511
4 30 143065
19 4 109043
35 34 71342
15 4 100354
26 34 89648
4 34 96446
31 5 163222
35 6 29812
26 5 40208
17 24 118174
18 19 67350
6 34 101154
4 8 112220
7 9 94805
34 22 108086
34 31 166958
2 17 31296
19 10 125853
3 15 102582
11 2 140085
1 3 290398
12 35 6890
7 21 183612
16 5 108006
15 34 112399
2 12 150793
21 34 167266
32 9 52675
26 7 128879
9 27 73095
16 31 160156
26 27 109449
25 30 96938
29 3 159684
28 31 213680
7 18 209862
35 10 192269
13 25 131131
25 16 96268
12 8 147855
15 10 120103
7 28 82804
23 10 52894
34 17 110233
30 20 112279
18 22 130247
27 8 104464
11 27 108011
21 28 133426
5 17 4575
27 24 124448
6 28 122103
26 3 130873
19 6 187115
14 12 92795
22 2 29149
10 25 110774
4 1 239643
31 20 180152
12 26 154321
7 16 136553
3 16 154003
30 16 92283
34 16 6802
21 26 167185
27 18 188152
7 20 89638
20 34 94079
8 2 45328
32 29 85061
28 23 116000
14 17 106309
16 17 103431
20 24 106004
33 10 119280
3 32 121428
18 31 214818
6 15 146724
8 30 85892
12 10 199159
27 2 107402
19 21 152772
10 7 19698
15 17 16492
35 23 200763
33 2 182702
6 10 222081
19 24 129029
1 28 203748
4 29 122590
24 15 120340
5 14 101734
25 29 76463
24 12 79797
24 31 190952
30 3 180159
8 29 87626
9 6 139408
13 17 123968
22 32 37485
28 26 100815
5 3 90665
32 20 57842
7 19 142512
5 34 114808
13 12 248356
9 21 105065
9 17 17337
7 27 123554
13 7 217214
31 2 188944
12 3 110566
24 32 153512
18 21 220122
Case #66: Impossible
Case #67: 319
21 25 156818
4 1 310939
25 29 34086
18 19 122371
10 25 114261
23 21 71685
11 10 131828
16 28 80996
27 18 101338
15 10 49524
29 13 77684
13 27 32801
29 4 170192
22 5 4292
21 12 105105
11 18 49762
22 16 87313
11 27 52328
12 23 59574
26 11 104092
26 23 124974
29 14 106630
16 6 125329
1 14 186468
25 26 86525
25 13 98787
3 28 107432
14 11 105100
29 3 120563
16 12 122340
26 8 76308
18 26 60834
5 4 76587
13 9 140201
19 4 178051
29 9 82810
13 18 69289
17 18 116045
7 24 96503
3 25 91984
21 2 89800
6 7 96339
17 16 157148
4 3 161220
13 24 56596
15 25 64737
18 29 8395
10 29 80175
18 16 98178
12 4 135879
8 10 104044
19 5 101464
7 19 127422
26 3 128871
3 9 123423
10 2 94794
18 24 86831
1 11 263152
12 15 125318
18 2 59185
6 3 78287
13 10 149959
13 11 19527
29 12 95222
14 19 199671
4 26 117753
6 12 103628
1 13 249225
2 6 72002
19 26 142630
28 10 67125
28 15 73563
20 16 174427
9 16 25776
26 2 79444
3 18 117361
7 1 300039
25 1 241703
22 13 130527
2 28 27669
24 14 141741
18 8 94244
18 20 189501
18 23 119548
17 28 150562
20 10 155227
6 17 173677
5 1 307370
11 20 239263
15 9 104234
19 22 97172
23 8 116278
25 5 84078
29 15 30651
2 5 38278
13 5 134819
17 25 141736
7 17 77338
4 10 133103
4 23 160395
2 11 108947
22 28 6317
18 12 103617
18 22 93171
16 14 133748
29 24 95226
21 22 68448
8 9 158754
26 9 82446
1 6 278688
29 16 89783
15 13 102509
19 8 131930
14 9 159524
16 11 133952
26 22 45458
8 14 168430
10 18 88570
27 4 177243
5 6 33724
24 15 96842
7 3 150320
2 15 63897
10 1 250854
24 12 130333
28 25 94687
28 13 124210
9 2 79103
22 24 120512
11 5 145258
12 27 41364
11 28 136616
21 8 163732
11 6 146638
10 27 117158
9 23 125610
16 2 53327
24 19 209202
28 1 307833
29 6 127329
12 8 175852
13 14 85573
6 8 151198
21 9 168903
23 11 70538
20 28 146729
15 3 150659
16 8 172422
25 27 108007
25 7 65076
10 17 126523
4 24 192807
23 19 164054
19 2 63186
6 21 106464
10 9 110182
12 26 103530
7 22 66907
23 6 112520
19 3 198287
5 3 112011
9 11 124177
10 24 102790
27 9 107400
16 23 99834
19 9 128009
14 6 115036
3 27 16023
16 19 102233
6 27 94310
4 7 139202
20 7 198735
11 12 93692
8 24 151362
7 23 146423
4 9 140670
19 13 191660
3 24 104992
10 6 90240
27 7 134971
23 27 18210
27 28 91409
14 25 78051
3 20 220753
9 5 117381
22 29 97897
22 8 121766
2 7 64236
15 7 339
19 20 237584
18 4 174050
1 24 300221
29 28 95249
21 20 208860
17 14 190909
15 1 300378
17 2 140896
29 20 181106
10 19 157980
20 2 174398
28 12 132773
4 11 221845
7 9 103895
16 3 97647
5 24 116220
11 17 159981
19 25 157930
26 17 98787
5 27 102018
25 9 81473
15 11 82982
15 4 139541
21 15 109212
25 6 117802
14 3 36749
8 29 85849
21 24 179292
29 19 130766
12 2 160442
26 29 52439
22 1 311176
26 13 123619
2 23 100868
10 21 129256
17 21 186211
24 2 146016
1 2 309858
28 4 87196
24 23 107607
9 6 151105
16 24 171021
27 29 109733
22 11 142933
21 5 72740
20 9 200203
13 17 179508
17 12 202317
7 10 49185
25 20 147020
1 18 278677
4 8 194061
17 8 132197
17 5 139953
12 25 66643
21 3 105918
29 7 30990
15 8 55198
21 18 148258
28 19 90855
14 15 113910
23 10 135368
6 20 169844
28 8 128083
5 10 56516
2 8 119095
3 22 113749
9 12 148116
25 22 88370
29 11 58157
28 7 73224
17 22 144245
17 20 276073
3 8 150511
18 7 39385
19 17 204082
14 18 115025
12 10 75794
28 26 51775
15 5 62954
12 20 195412
10 3 101135
15 6 96678
28 9 106772
16 1 256531
4 20 59533
10 14 64386
15 17 76999
11 3 68351
13 3 48824
14 12 11408
8 1 350912
19 11 172133
1 3 200401
25 24 129312
18 15 39046
21 19 152986
24 20 252340
1 19 358764
26 27 143184
26 6 74890
5 26 41166
8 7 54859
10 26 27736
16 10 135958
5 16 91605
4 14 147287
8 11 137502
1 29 270282
27 20 236776
13 6 127111
7 21 108873
4 6 110311
17 1 362127
8 20 253594
26 14 92122
2 4 114865
13 8 157029
23 17 223761
12 7 124979
29 2 67580
21 1 280165
27 14 52772
22 10 60808
23 22 79516
11 7 82643
13 20 245807
4 13 210044
14 5 120902
20 15 199074
Case #68: 17
23 12 123252
25 9 579858
23 1 934196
3 16 797752
14 1 520800
26 7 828329
7 3 921389
8 15 465687
9 7 321503
16 19 841574
18 21 892480
16 24 961545
13 5 584021
13 19 11605
17 14 386539
23 7 854690
5 23 457728
Case #69: 145
11 26 270760
20 17 208389
18 24 99127
10 4 407007
7 16 331824
8 5 420379
7 1 381288
2 11 190080
6 18 143434
9 20 183432
25 4 216718
4 23 292641
7 21 376990
15 9 51267
2 7 310793
9 5 190709
6 13 350126
13 24 305819
14 18 180617
17 9 136677
3 12 251702
10 2 255713
16 23 15894
19 13 233790
18 11 3624
25 17 42424
22 4 321859
20 22 299824
14 24 272496
26 1 296507
20 5 179669
22 26 368711
10 25 297137
5 6 220896
22 13 436331
9 25 179101
23 6 190547
11 24 95503
7 6 190652
22 7 276857
15 13 371206
20 24 169312
11 17 224965
16 9 176254
8 17 431209
1 6 219702
15 14 337883
11 6 139810
19 25 206634
8 23 376356
8 7 536706
11 25 267389
12 17 38914
15 26 303586
4 21 241922
6 21 300632
19 5 37186
11 1 79892
21 22 386837
12 16 265241
26 16 107853
18 23 182425
17 22 171360
13 16 256521
15 18 164514
26 13 272169
4 20 267680
16 11 194695
12 15 226858
19 2 164633
13 11 210316
1 24 175395
18 3 211858
21 17 271493
23 25 199797
22 12 210274
5 4 325799
14 10 76023
6 26 282506
3 14 207702
16 4 276747
18 9 113247
4 18 290474
1 15 240782
1 20 214359
4 11 286850
18 19 184132
6 10 171353
13 8 430765
2 21 281555
23 19 6837
1 4 266044
20 23 135646
14 16 194163
1 25 318215
19 6 183710
4 2 192945
17 6 85155
22 25 213784
18 1 83516
4 13 495701
4 8 499999
5 13 196604
1 23 204548
3 1 175115
6 3 219980
13 12 360321
12 10 293627
15 23 211627
8 20 477964
11 15 160890
12 20 169475
11 12 262224
22 6 86205
3 8 374001
11 22 226015
5 16 59917
1 5 222547
4 24 191347
12 23 281135
24 5 176589
7 23 347718
12 4 135380
19 24 139403
3 22 306185
18 17 228589
9 2 108697
26 20 227605
9 8 294532
7 25 147921
14 12 217604
10 1 173124
26 14 270228
24 9 14120
13 18 206692
24 7 234959
2 25 229071
14 5 208618
8 16 360462
21 13 350712
22 19 269915
5 15 241976
3 17 212788
15 7 293441
24 12 168376
Case #70: 185
20 4 112488
4 23 117503
23 12 53330
18 12 119709
5 1 115785
22 13 164190
16 22 136415
12 16 84050
10 16 63409
1 17 121930
2 4 193892
3 8 329937
7 20 130574
10 13 119606
11 1 179884
2 22 269601
24 15 270590
14 4 144780
14 6 85686
6 20 72296
11 20 35758
23 1 158013
23 8 298581
23 7 116687
11 4 95632
7 11 94816
6 18 124788
21 6 108793
23 6 58409
13 1 207206
20 8 291688
13 7 76890
10 17 89120
22 7 115722
8 7 248069
5 9 77677
6 13 145326
21 2 269883
19 3 133948
21 24 176515
5 4 39668
21 16 130333
14 3 172449
6 4 59094
8 6 302199
22 6 57444
9 12 5840
17 12 199300
23 22 39670
17 15 269479
22 3 138376
7 10 84102
22 1 197683
19 15 229683
4 18 183882
12 5 81995
24 9 185195
16 3 102561
22 10 143562
22 24 217614
18 15 68221
2 13 245645
24 10 79333
12 15 170155
24 14 218705
3 4 27669
4 17 146075
24 3 128193
3 7 123254
23 9 59170
2 12 236219
7 21 151026
14 15 212654
17 13 113925
7 16 20693
16 13 56197
9 1 193462
4 1 155453
20 18 80266
20 9 73057
17 2 149115
13 24 123712
12 10 110180
16 15 198296
3 2 221561
17 8 269492
17 19 183916
24 1 112143
16 4 74892
5 22 115377
24 4 147186
2 20 254883
18 23 66379
22 14 117724
3 21 48322
1 20 144126
13 11 146391
9 17 194982
13 14 202574
22 8 338251
21 13 74136
11 16 115509
21 17 166728
23 13 124520
6 17 194221
9 4 59855
12 1 197780
5 10 28185
4 10 67853
8 15 368982
18 16 155919
23 11 21871
8 2 260940
5 21 115659
3 5 67337
9 10 105862
19 14 206202
18 13 190899
22 9 58205
2 23 254287
21 10 143844
7 24 163435
18 14 144433
5 8 262600
15 13 254493
6 24 184434
17 18 234536
18 21 116763
12 6 5079
12 19 115437
20 21 36497
12 13 140247
5 19 66611
13 3 122458
7 17 173222
14 17 208918
20 19 179182
1 8 147562
8 14 376635
16 20 149174
15 6 165076
3 10 95522
22 17 207827
9 7 69197
19 21 161720
23 10 128248
21 15 184984
20 17 182044
18 7 176612
10 2 126039
23 17 168157
1 14 236067
3 23 98706
3 18 165085
16 5 35224
15 2 216776
11 5 94471
24 16 142742
14 11 99925
14 10 190787
11 21 72255
20 24 191831
5 2 154224
16 23 135287
12 4 64173
1 7 171702
14 23 78054
2 6 231140
6 9 761
8 16 227376
13 20 110633
21 4 75991
2 24 158902
7 15 218989
14 21 128438
15 22 174270
16 14 174815
15 4 123404
2 7 210141
2 19 220835
6 3 86763
8 10 235162
18 22 106049
10 15 191257
8 13 283573
Case #71: 12
1 9 366799
3 2 245914
9 2 350660
4 9 143445
3 6 150979
3 4 390597
9 5 732317
8 6 107201
6 5 700991
3 7 258188
4 6 257460
7 4 506379
Case #72: 28
2 6 587666
4 11 330498
2 4 293133
13 11 341149
8 11 268947
13 1 144262
2 11 623631
10 8 83620
6 13 305184
13 12 248257
9 2 704634
1 4 133611
7 4 246723
2 1 392062
6 9 469318
10 6 316602
3 8 206897
6 12 150460
7 1 223892
2 3 526899
5 8 407541
3 5 470318
9 12 318858
12 10 259675
11 7 378743
5 10 327645
1 8 72060
8 9 448242
Case #73: 22
12 2 484722
11 3 73236
5 12 96905
8 2 824471
8 4 570755
11 7 209065
5 1 617344
7 5 136520
10 8 409709
8 7 576912
7 2 251297
9 3 228790
7 4 413632
11 2 415866
2 9 571420
10 12 221294
11 9 155554
5 3 691
11 6 427506
6 8 525003
6 2 843372
3 12 96214
Case #74: 427
16 4 92497
8 42 235846
33 40 66176
31 14 116439
3 7 171219
9 44 252163
36 21 52334
37 32 74412
34 25 96105
19 11 87717
43 23 143904
2 31 181116
40 5 97162
2 23 115128
5 1 149359
34 2 187771
42 22 175266
11 20 179076
33 20 167063
36 30 142846
16 11 80050
44 28 206258
7 33 195493
34 22 94303
44 22 133162
27 37 84902
41 40 180572
33 13 182176
9 12 318138
18 11 96818
18 17 134480
19 10 222214
8 2 262205
21 31 122713
40 38 4072
2 41 203013
22 1 125616
4 7 187205
3 14 179629
25 44 131360
42 12 291380
41 24 237677
14 7 159237
7 31 222301
26 25 58577
39 18 71563
40 27 181719
10 38 201305
14 42 254915
8 34 186459
7 25 185479
3 17 183825
19 18 91275
2 20 123268
42 13 315631
37 12 261830
25 29 27078
4 19 102874
23 24 170624
22 17 83845
33 17 134362
20 12 126259
4 23 68880
20 27 157578
4 26 119009
9 42 319530
39 6 168234
36 33 23343
18 1 172647
6 18 164028
7 2 249022
8 15 232131
30 32 151231
25 36 45377
9 28 45905
41 39 175887
7 44 159652
16 2 138745
27 15 197380
37 35 248824
7 21 192436
19 30 139911
38 21 28490
27 7 21221
34 35 201450
43 26 194033
22 21 5155
29 24 144493
43 40 152917
25 13 142167
19 2 145518
14 5 103819
1 42 243122
1 20 254905
30 5 175238
27 44 180873
7 41 228221
6 44 234659
20 6 131783
32 29 80840
29 42 146386
27 34 173722
20 14 202383
27 5 84557
5 29 52623
39 44 175905
4 21 67389
44 11 179345
15 23 85054
7 10 111240
17 21 78690
23 13 150615
3 23 106626
32 2 131731
5 2 186381
26 31 174333
10 24 223128
36 27 150929
19 22 40640
21 3 105135
43 3 233634
10 34 112730
4 28 39729
37 29 138482
40 24 179637
12 3 270250
28 1 193447
7 22 187281
31 35 257655
43 12 249950
5 19 122143
2 14 173117
25 37 111404
42 33 222179
35 21 230439
30 8 201798
44 38 152893
35 26 202658
35 28 237581
43 9 248067
27 42 283566
21 25 6957
15 39 99912
41 12 225543
17 1 127427
21 12 179029
42 15 250070
19 8 187657
17 35 220300
28 32 63169
12 25 172072
3 30 195647
26 1 182391
4 17 142274
33 35 206140
32 23 62210
11 10 227757
4 5 140133
25 24 162176
9 27 251618
10 1 131811
38 43 156989
5 10 201895
29 41 169182
34 13 223258
14 12 196190
9 19 188508
6 29 142273
44 8 122141
32 26 112339
41 25 163111
26 38 80110
20 28 198498
38 2 128213
18 13 123503
43 8 118045
14 16 113516
4 32 23440
33 38 70248
1 6 239009
27 14 174390
23 11 39537
23 17 94095
15 17 158649
29 22 28880
4 14 141883
39 3 120908
28 38 121694
16 8 136394
21 40 24418
20 10 247597
14 30 178512
15 3 174784
5 25 79701
5 6 194896
26 24 217149
2 43 222048
9 17 227908
20 30 199443
38 8 180662
42 32 227226
21 44 138317
3 16 130243
41 19 205553
1 41 160160
13 31 173725
18 44 180193
6 43 230563
27 11 212243
10 37 217363
24 5 91870
32 39 61846
33 4 38398
28 34 196266
17 5 108015
35 39 236258
37 3 65096
9 37 166716
43 37 213405
21 37 118361
30 37 208873
14 9 227517
30 15 168938
18 2 155513
14 44 87164
23 12 180520
42 3 271642
23 19 48180
28 8 259290
31 34 131093
16 21 39022
30 40 114930
22 24 160374
6 15 178312
10 39 198037
29 23 35526
24 3 260354
27 39 204390
20 17 198187
23 7 193927
28 22 101963
42 35 343616
11 1 125644
34 38 99990
36 31 74858
42 41 283245
16 26 90642
33 18 97548
30 35 228480
16 36 77442
37 13 139254
11 3 146163
16 43 160848
27 25 164258
38 5 101234
6 22 113393
2 10 254900
15 35 212478
43 5 157579
42 24 198504
19 12 214514
42 18 222297
4 24 147076
10 17 131580
11 24 163826
26 39 152936
11 17 115736
21 14 74494
23 26 67025
39 21 101316
25 33 48715
10 16 205164
10 41 116981
30 16 65404
39 19 136801
35 25 223482
1 24 241229
20 25 131091
2 42 280144
13 11 190152
21 29 34035
43 32 138993
35 12 165172
41 23 171559
13 28 180503
19 26 97415
30 42 115136
39 37 119488
4 11 83519
25 23 8448
28 19 142603
10 21 186729
43 18 184289
19 6 154033
32 1 147048
5 26 138278
40 29 44539
4 25 60432
